match_id,placement,level,players_eliminated,time_eliminated,total_damage_to_players,augments,traits,units
EUW1_7312040274,1,9,4,2177.278564453125,226,[],"['TFT13_Ambusher', 'TFT13_JunkerKing', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Teamup_Reunion', 'TFT13_Titan']","[{'character_id': 'TFT13_Fish', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Shooter', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Camille', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_TwistedFate', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Rumble', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Caitlyn', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vi', 'tier': 2, 'items': []}]"
EUW1_7312040274,2,10,1,2177.278564453125,139,[],"['TFT13_Ambassador', 'TFT13_BloodHunter', 'TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_MissMageTrait', 'TFT13_Sorcerer']","[{'character_id': 'TFT13_Zyra', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vladimir', 'tier': 2, 'items': []}, {'character_id': 'tft13_swain', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Cassiopeia', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Nami', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 2, 'items': []}, {'character_id': 'TFT13_LeBlanc', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}, {'character_id': 'TFT13_MissMage', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Sion', 'tier': 3, 'items': []}]"
EUW1_7312040274,3,9,2,1960.6619873046875,115,[],"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_MachineHerald', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap']","[{'character_id': 'TFT13_Zyra', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Tristana', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Urgot', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Ezreal', 'tier': 2, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Gangplank', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Corki', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Viktor', 'tier': 1, 'items': []}]"
EUW1_7312040274,7,9,0,1489.320556640625,35,[],"['TFT13_Ambusher', 'TFT13_JunkerKing', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Akali', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Sett', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ezreal', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Rumble', 'tier': 1, 'items': []}, {'character_id': 'tft13_jinx', 'tier': 2, 'items': []}]"
EUW1_7312040274,8,6,0,1301.7298583984375,19,[],"['TFT13_Sniper', 'TFT13_Titan']","[{'character_id': 'TFT13_Singed', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Shooter', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Leona', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Rell', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zeri', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 1, 'items': []}]"
EUW1_7312040274,4,8,1,1910.66943359375,128,[],"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_Rebel', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Nocturne', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Rell', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Akali', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_TwistedFate', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 2, 'items': []}]"
EUW1_7316557650,5,8,0,1855.37548828125,72,[],"['TFT13_Ambassador', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_MissMageTrait', 'TFT13_Sniper', 'TFT13_Watcher']","[{'character_id': 'TFT13_Amumu', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Prime', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zeri', 'tier': 3, 'items': []}, {'character_id': 'TFT13_KogMaw', 'tier': 2, 'items': []}, {'character_id': 'TFT13_FlyGuy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 1, 'items': []}, {'character_id': 'TFT13_MissMage', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 2, 'items': []}]"
EUW1_7316557650,6,8,0,1690.351806640625,56,[],"['TFT13_Family', 'TFT13_HighRoller', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Warband', 'TFT13_Watcher']","[{'character_id': 'TFT13_Darius', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Draven', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Blue', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Red', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Urgot', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Prime', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Gangplank', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Lieutenant', 'tier': 1, 'items': []}]"
EUW1_7316557650,4,9,0,2022.66357421875,97,[],"['TFT13_BloodHunter', 'TFT13_MachineHerald', 'TFT13_Rebel', 'TFT13_Titan']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Akali', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Sett', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ezreal', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 2, 'items': []}, {'character_id': 'tft13_jinx', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Viktor', 'tier': 1, 'items': []}]"
EUW1_7316557650,3,8,1,2045.0947265625,82,[],"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Hoverboard', 'TFT13_Scrap', 'TFT13_Watcher']","[{'character_id': 'TFT13_Blue', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Camille', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Gremlin', 'tier': 3, 'items': []}, {'character_id': 'TFT13_FlyGuy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Jayce', 'tier': 1, 'items': []}, {'character_id': 'tft13_jinx', 'tier': 1, 'items': []}, {'character_id': 'TFT13_JayceSummon', 'tier': 1, 'items': []}]"
EUW1_7316557650,2,9,3,2082.977294921875,168,[],"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_HighRoller', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad']","[{'character_id': 'TFT13_Fish', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Shooter', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_TwistedFate', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Lieutenant', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Caitlyn', 'tier': 1, 'items': []}]"
EUW1_7316557650,7,9,0,1690.5521240234375,64,[],"['TFT13_Ambassador', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_Sniper', 'TFT13_Watcher']","[{'character_id': 'TFT13_Amumu', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vladimir', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Prime', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zeri', 'tier': 2, 'items': []}, {'character_id': 'TFT13_KogMaw', 'tier': 2, 'items': []}, {'character_id': 'TFT13_FlyGuy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Twitch', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Jayce', 'tier': 1, 'items': []}, {'character_id': 'TFT13_JayceSummon', 'tier': 1, 'items': []}]"
EUW1_7316557650,1,9,3,2082.977294921875,203,[],"['TFT13_Ambusher', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_FormSwapper', 'TFT13_JunkerKing', 'TFT13_Scrap']","[{'character_id': 'TFT13_Blue', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Trundle', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ziggs', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Gangplank', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Corki', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Rumble', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}]"
EUW1_7316557650,8,8,0,1626.650146484375,46,[],"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_Squad']","[{'character_id': 'TFT13_Fish', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Shooter', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Camille', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 3, 'items': []}, {'character_id': 'TFT13_TwistedFate', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Vi', 'tier': 1, 'items': []}]"
EUW1_7305166323,1,9,3,2137.168212890625,158,[],"['TFT13_Academy', 'TFT13_Bruiser', 'TFT13_Invoker', 'TFT13_Titan']","[{'character_id': 'TFT13_Morgana', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Singed', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Leona', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Rell', 'tier': 3, 'items': []}, {'character_id': 'TFT13_RenataGlasc', 'tier': 3, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Heimerdinger', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Malzahar', 'tier': 1, 'items': []}]"
EUW1_7305166323,6,9,0,1754.0654296875,80,[],"['TFT13_Ambusher', 'TFT13_Invoker', 'TFT13_Rebel', 'TFT13_Titan']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vex', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Akali', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Sett', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Ezreal', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 1, 'items': []}, {'character_id': 'tft13_jinx', 'tier': 1, 'items': []}]"
EUW1_7305166323,7,8,0,1650.0308837890625,59,[],"['TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Rebel', 'TFT13_Titan']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Sett', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ezreal', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 1, 'items': []}, {'character_id': 'tft13_jinx', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}]"
EUW1_7305166323,5,8,0,1814.5963134765625,81,[],"['TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Sorcerer', 'TFT13_Warband']","[{'character_id': 'TFT13_Vladimir', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ziggs', 'tier': 2, 'items': []}, {'character_id': 'tft13_swain', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Blitzcrank', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Cassiopeia', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Silco', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Mordekaiser', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Sion', 'tier': 3, 'items': []}]"
EUW1_7305166323,4,8,1,1815.547607421875,90,[],"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_Rebel', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']","[{'character_id': 'TFT13_Irelia', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Nocturne', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Rell', 'tier': 2, 'items': []}, {'character_id': 'TFT13_KogMaw', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Illaoi', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Malzahar', 'tier': 1, 'items': []}]"
EUW1_7305166323,8,7,0,1648.128173828125,51,[],"['TFT13_Ambassador', 'TFT13_Hoverboard', 'TFT13_Sniper', 'TFT13_Watcher']","[{'character_id': 'TFT13_Darius', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Shooter', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vladimir', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Prime', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Zeri', 'tier': 3, 'items': []}, {'character_id': 'TFT13_FlyGuy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 1, 'items': []}]"
EUW1_7305166323,3,9,1,2055.762451171875,110,[],"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Titan']","[{'character_id': 'TFT13_Blue', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Urgot', 'tier': 2, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Gangplank', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'tft13_elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ekko', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Corki', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Rumble', 'tier': 1, 'items': []}]"
EUW1_7305166323,2,8,1,2137.168212890625,156,[],"['TFT13_Ambassador', 'TFT13_BloodHunter', 'TFT13_Challenger', 'TFT13_Squad']","[{'character_id': 'TFT13_Tristana', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Akali', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Nami', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Beardy', 'tier': 2, 'items': []}, {'character_id': 'TFT13_TwistedFate', 'tier': 3, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Garen', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}]"
EUW1_7315052805,1,9,3,2213.41796875,163,[],"['TFT13_Ambassador', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_Infused', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Warband']","[{'character_id': 'TFT13_Urgot', 'tier': 2, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Ambessa', 'tier': 2, 'items': []}, {'character_id': 'TFT13_DrMundo', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Twitch', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vi', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Mordekaiser', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Caitlyn', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Warwick', 'tier': 1, 'items': []}]"
EUW1_7315052805,5,8,0,2047.40283203125,97,[],"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Invoker']","[{'character_id': 'TFT13_Morgana', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Rell', 'tier': 3, 'items': []}, {'character_id': 'TFT13_RenataGlasc', 'tier': 2, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Heimerdinger', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Elise', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Malzahar', 'tier': 1, 'items': []}, {'character_id': 'TFT13_LeBlanc', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Sion', 'tier': 1, 'items': []}]"
EUW1_7315052805,8,9,0,1643.6767578125,58,[],"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Sorcerer']","[{'character_id': 'TFT13_Lux', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Morgana', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Vladimir', 'tier': 2, 'items': []}, {'character_id': 'tft13_swain', 'tier': 2, 'items': []}, {'character_id': 'TFT13_Nami', 'tier': 1, 'items': []}, {'character_id': 'TFT13_NunuWillump', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Elise', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Zoe', 'tier': 1, 'items': []}, {'character_id': 'TFT13_Sion', 'tier': 1, 'items': []}]"
